id,education,marital_status,income,age,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,revenue,customer_since_in_days
2371,Graduation,Married,33622.0,49,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0.0,3135
9451,Graduation,Married,73538.0,56,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0.0,3274
1491,2n Cycle,Together,71488.0,56,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0.0,3189
3726,PhD,Together,34320.0,35,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0.0,2826
6201,Graduation,Single,38643.0,43,1,1,45,22,2,14,0,1,10,2,2,0,3,7,1,0,0.0,2905
3433,2n Cycle,Married,72635.0,66,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0.0,3084
5393,Graduation,Single,23763.0,44,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0.0,3384
6182,Graduation,Together,26646.0,37,1,0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0.0,2832
5329,PhD,Divorced,35946.0,72,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0.0,2968
626,Graduation,Married,32871.0,70,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0.0,3170
4259,Master,Single,19485.0,35,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0.0,2971
9860,Graduation,Together,44911.0,62,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0.0,3164
4220,PhD,Married,59892.0,51,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0.0,2932
326,Graduation,Married,51148.0,48,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0.0,3189
3924,PhD,Divorced,57912.0,56,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,0,0.0,2797
8957,2n Cycle,Single,64831.0,69,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0.0,3077
4390,Graduation,Together,75315.0,67,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0.0,2768
8310,Graduation,Together,68142.0,57,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0.0,3362
10536,PhD,Together,32892.0,50,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0.0,2728
2261,Graduation,Married,26304.0,52,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0.0,3064
10678,Graduation,Together,71232.0,62,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0.0,2906
8970,PhD,Married,62010.0,49,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0.0,3307
9262,2n Cycle,Together,32414.0,37,0,0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,0.0,3053
8996,PhD,Married,,64,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0.0,3280
2945,PhD,Together,46015.0,66,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,0,0.0,2770
6283,Master,Divorced,63841.0,53,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0.0,3127
4686,PhD,Widow,82571.0,59,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0.0,2781
6424,Graduation,Together,33178.0,44,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0.0,2843
7532,Graduation,Married,43586.0,41,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0.0,3361
4405,Master,Married,63915.0,65,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0.0,3027
7010,2n Cycle,Married,70924.0,56,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0.0,2776
2296,Master,Married,37368.0,46,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,0.0,2888
4459,Graduation,Single,30279.0,32,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0.0,3239
6116,2n Cycle,Married,48985.0,53,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0.0,3052
902,Graduation,Together,62994.0,41,1,0,74,224,12,48,4,12,12,1,6,2,4,6,0,0,0.0,2810
146,PhD,Single,76045.0,61,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0.0,2919
5824,PhD,Together,34578.0,49,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0.0,2772
6825,Graduation,Together,41452.0,68,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0.0,3173
7592,PhD,Married,51012.0,75,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0.0,3130
3745,2n Cycle,Married,23331.0,33,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0.0,3356
6878,Graduation,Widow,27421.0,67,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0.0,3257
3623,Graduation,Together,21675.0,45,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0.0,2711
9308,Graduation,Married,62820.0,67,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0.0,3107
5841,Graduation,Together,60894.0,55,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0.0,3059
3428,PhD,Together,68682.0,30,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0.0,2959
4640,Graduation,Divorced,70647.0,54,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0.0,3339
8210,Master,Married,54730.0,46,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0.0,3011
10573,Graduation,Divorced,62551.0,68,0,0,27,125,16,98,134,21,27,1,6,7,4,3,0,0,0.0,2916
3807,Graduation,Together,59925.0,66,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0.0,3269
9240,PhD,Single,60504.0,50,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0.0,2835
6663,PhD,Single,51141.0,81,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0.0,3049
8091,Graduation,Married,63943.0,65,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0.0,3358
7186,PhD,Together,30843.0,55,1,1,43,24,0,2,0,0,9,2,1,1,2,5,0,0,0.0,2727
8737,Graduation,Divorced,55563.0,43,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0.0,2778
1880,PhD,Together,53537.0,62,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0.0,2843
5329,PhD,Divorced,35946.0,72,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0.0,2968
8605,PhD,Together,46910.0,57,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0.0,2791
1911,Graduation,Together,67430.0,34,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0.0,3355
8104,PhD,Married,53312.0,70,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0.0,3017
2088,Graduation,Together,84906.0,49,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,0.0,2961
11025,Graduation,Married,36443.0,60,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0.0,3204
2406,Graduation,Together,54591.0,72,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0.0,3021
2315,Graduation,Divorced,58401.0,61,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0.0,2763
607,2n Cycle,Divorced,41769.0,66,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0.0,3194
2320,2n Cycle,Married,47025.0,43,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0.0,2983
5543,Graduation,Together,57811.0,55,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0.0,3063
5790,Graduation,Married,31158.0,36,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0.0,3211
4298,PhD,Together,20427.0,48,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0.0,2790
7788,PhD,Married,23536.0,38,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0.0,2718
6945,Graduation,Single,84574.0,69,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0.0,3083
2245,Master,Married,43641.0,52,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0.0,3126
3310,2n Cycle,Married,35688.0,48,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0.0,3369
851,Master,Married,57136.0,49,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0.0,3048
8175,Graduation,Married,34935.0,29,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0.0,3066
7881,Master,Married,66835.0,75,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0.0,2967
5512,Master,Married,55842.0,44,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0.0,2730
5237,PhD,Single,48767.0,71,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0.0,2872
4609,PhD,Married,57705.0,55,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0.0,2862
7224,Graduation,Married,31353.0,44,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0.0,2875
4786,Graduation,Married,75330.0,44,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0.0,3326
10001,2n Cycle,Together,7500.0,36,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0.0,3390
6233,Graduation,Married,65991.0,45,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0.0,3353
5176,Graduation,Together,29604.0,33,1,0,88,7,6,13,7,6,14,1,1,0,3,9,0,0,0.0,2896
10560,PhD,Single,36802.0,41,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0.0,2706
8135,Master,Married,27161.0,35,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0.0,2937
5756,Graduation,Together,39453.0,38,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0.0,2780
4459,Graduation,Single,30279.0,32,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0.0,3239
8970,PhD,Married,62010.0,49,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0.0,3307
2256,Master,Married,27159.0,48,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0.0,2785
5314,Graduation,Together,40689.0,70,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0.0,3161
9617,Graduation,Single,15033.0,70,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0.0,2767
5493,Graduation,Married,39356.0,45,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,0.0,2795
2253,Graduation,Married,18929.0,31,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0.0,3191
3834,Graduation,Single,69627.0,59,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0.0,3162
6283,Master,Divorced,63841.0,53,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0.0,3127
2587,PhD,Married,29791.0,49,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0.0,2738
5229,PhD,Together,54132.0,52,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0.0,2826
8286,PhD,Together,51717.0,56,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,0,0.0,3006
2131,PhD,Divorced,62859.0,62,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0.0,3239
1490,Graduation,Married,55759.0,59,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0.0,3271
2712,Graduation,Married,71866.0,65,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0.0,2879
1165,PhD,Single,50729.0,63,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0.0,3116
7485,PhD,Widow,56551.0,71,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0.0,2746
6203,Graduation,Together,74485.0,74,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0.0,3002
7959,Graduation,Married,79410.0,60,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0.0,2724
5907,Master,Married,33444.0,69,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0.0,3296
1998,Graduation,Single,37697.0,45,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0.0,2835
5552,Master,Divorced,48721.0,58,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0.0,3105
7053,PhD,Single,78420.0,55,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0.0,3058
9166,Graduation,Married,63967.0,53,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0.0,3017
7254,Graduation,Together,38361.0,52,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0.0,2877
3406,Graduation,Single,45989.0,57,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0.0,3308
10505,Master,Together,73113.0,61,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0.0,2878
7286,Graduation,Together,41728.0,53,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0.0,3094
6421,Graduation,Together,88347.0,60,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0.0,3054
9817,Master,Single,44802.0,51,0,0,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0.0,3370
10968,Graduation,Single,57731.0,52,0,1,0,266,21,300,65,8,44,4,8,8,6,6,0,0,0.0,3276
2256,Master,Married,27159.0,48,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0.0,2785
6142,Master,Married,65073.0,78,0,0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,0.0,3006
10897,Graduation,Married,67445.0,47,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0.0,3379
5562,Graduation,Married,60093.0,47,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0.0,3061
4796,Graduation,Divorced,49638.0,69,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0.0,2764
10466,Graduation,Married,44393.0,56,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0.0,3004
1109,Master,Together,27590.0,39,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0.0,3125
10855,Master,Single,50014.0,53,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0.0,2851
10395,Basic,Single,8940.0,35,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0.0,3369
1225,Graduation,Married,80124.0,58,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,0.0,2696
10142,PhD,Divorced,66476.0,45,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0.0,3172
6616,Graduation,Together,59481.0,46,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0.0,2942
5329,PhD,Divorced,35946.0,72,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0.0,2968
8148,Master,Together,50898.0,65,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0.0,3230
8629,Graduation,Widow,46984.0,65,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0.0,3153
8652,Graduation,Together,37760.0,75,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0.0,3360
4843,Graduation,Single,75127.0,69,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0.0,2731
5642,Master,Together,62499.0,42,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0.0,2895
2815,Graduation,Married,33183.0,46,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0.0,2818
1378,2n Cycle,Together,50334.0,49,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0.0,3033
10897,Graduation,Married,67445.0,47,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0.0,3379
591,Graduation,Widow,66033.0,64,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0.0,3218
4385,PhD,Single,36038.0,40,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0.0,3087
125,2n Cycle,Together,53083.0,63,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,0,0.0,3103
3745,2n Cycle,Married,23331.0,33,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0.0,3356
3526,PhD,Married,38443.0,53,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0.0,2846
692,Graduation,Together,36807.0,67,1,1,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0.0,3249
4478,Graduation,Married,63777.0,42,1,1,87,457,5,106,15,17,53,8,11,1,6,8,0,0,0.0,3155
3170,Master,Together,68148.0,64,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0.0,2995
24,Master,Together,17144.0,61,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0.0,2827
2493,Graduation,Married,61286.0,55,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0.0,3024
2429,Graduation,Divorced,72071.0,67,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0.0,3193
692,Graduation,Together,36807.0,67,1,1,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0.0,3249
2975,Graduation,Together,85606.0,45,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0.0,3287
1773,2n Cycle,Married,12393.0,43,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0.0,3265
3830,Master,Married,59354.0,68,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0.0,2759
6471,Master,Single,36230.0,50,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0.0,2948
6982,Graduation,Married,74068.0,45,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0.0,3160
3308,Graduation,Married,35704.0,69,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0.0,2870
6568,Graduation,Married,38680.0,37,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0.0,3151
4944,Graduation,Together,71367.0,62,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0.0,3003
6974,PhD,Together,83443.0,49,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0.0,2873
7793,Graduation,Together,62061.0,45,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,0,0.0,2995
10634,Master,Married,59412.0,70,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0.0,2764
10466,Graduation,Married,44393.0,56,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0.0,3004
8477,Graduation,Divorced,26150.0,65,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0.0,3168
8650,Graduation,Widow,54162.0,43,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0.0,3161
3007,Graduation,Together,37758.0,55,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0.0,3326
6214,Master,Married,43815.0,39,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0.0,3143
8207,2n Cycle,Married,53233.0,64,0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0.0,2796
5524,Graduation,Single,58138.0,64,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,1,75.0,3356
4855,PhD,Together,30351.0,47,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,1,145.0,3081
2114,PhD,Single,82800.0,75,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,1,75.0,3275
7373,PhD,Divorced,46610.0,69,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,1,150.0,3301
2968,PhD,Divorced,48948.0,78,0,0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,75.0,3206
9909,2n Cycle,Married,7500.0,25,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,1,145.0,3290
2225,Graduation,Divorced,82582.0,44,0,0,54,510,120,550,156,40,241,1,4,9,7,1,0,1,145.0,2715
6260,Master,Together,82384.0,66,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,1,75.0,3280
10383,Graduation,Divorced,70287.0,55,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,1,75.0,3146
6853,Master,Single,75777.0,39,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,145.0,3053
8082,Graduation,Married,25721.0,50,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,1,145.0,3097
9369,2n Cycle,Single,88194.0,42,0,1,19,688,14,309,201,24,38,1,11,10,10,5,0,1,145.0,2795
1859,Master,Married,75251.0,49,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,1,145.0,3364
7503,Graduation,Single,75825.0,45,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,0,1,145.0,3318
1618,Graduation,Together,56046.0,56,0,0,9,577,0,64,0,0,51,2,10,1,8,8,0,1,75.0,3236
4452,Graduation,Single,50388.0,64,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,150.0,2725
8908,Graduation,Married,87195.0,62,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,1,75.0,2745
7431,PhD,Single,68126.0,30,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,145.0,3289
999,Graduation,Single,86037.0,30,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,145.0,3236
6205,Master,Single,32557.0,54,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,1,75.0,2818
7215,Graduation,Single,101970.0,38,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,145.0,3167
11071,Graduation,Single,79607.0,37,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,1,145.0,3127
7660,PhD,Alone,35860.0,48,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,1,145.0,2734
11084,Master,Together,65104.0,45,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,1,145.0,2920
10837,Graduation,Married,23957.0,46,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,1,145.0,3302
10240,Graduation,Together,69372.0,72,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,75.0,3188
10314,PhD,Married,83837.0,73,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,75.0,3253
3182,PhD,Single,46854.0,48,1,1,81,96,1,79,7,1,79,6,5,1,3,8,0,1,150.0,2783
2798,PhD,Together,102160.0,44,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,145.0,3297
624,Master,Single,18890.0,37,0,0,5,6,4,1,7,2,15,1,0,1,2,6,0,1,145.0,3289
380,Graduation,Divorced,64497.0,67,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,150.0,3350
6798,Graduation,Single,37070.0,55,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,1,150.0,3159
9529,Graduation,Married,73687.0,31,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,1,145.0,2906
2176,Graduation,Married,80134.0,49,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,145.0,3098
10089,Graduation,Divorced,102692.0,47,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,145.0,3143
10264,Graduation,Divorced,15287.0,42,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,145.0,3320
2387,Master,Together,43776.0,69,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,1,150.0,3204
9703,PhD,Married,38097.0,51,1,1,70,77,2,35,0,1,69,4,3,2,2,7,0,1,150.0,3315
2379,Graduation,Single,69267.0,68,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,75.0,3338
3445,Graduation,Single,60714.0,65,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,75.0,3221
3762,PhD,Single,69867.0,35,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,145.0,3146
6609,Graduation,Widow,27038.0,55,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,75.0,3342
10675,PhD,Married,66334.0,65,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,1,75.0,3145
2521,Master,Married,35178.0,50,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,145.0,3228
7381,Graduation,Divorced,75693.0,53,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,75.0,3263
9560,Graduation,Together,83003.0,56,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,75.0,3176
8234,Basic,Together,27190.0,48,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,145.0,3011
1826,Graduation,Divorced,84835.0,51,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,1,145.0,2706
9185,PhD,Single,69759.0,55,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,1,75.0,2937
1519,PhD,Single,38578.0,49,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,1,145.0,3065
1726,Graduation,Single,22585.0,51,0,0,23,3,9,15,13,2,39,1,1,1,2,9,0,1,145.0,3161
6720,Master,Together,43795.0,53,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,75.0,2949
6354,Graduation,Together,15345.0,37,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,145.0,3360
8213,2n Cycle,Together,14515.0,41,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,150.0,3290
2552,PhD,Single,55521.0,66,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,150.0,2943
3645,PhD,Single,27213.0,49,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,145.0,3361
7301,2n Cycle,Single,23616.0,39,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,145.0,3282
4216,Graduation,Single,91065.0,40,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,1,145.0,3185
1361,Master,Married,82584.0,47,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,145.0,3083
3725,PhD,Single,84865.0,60,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,75.0,3109
4947,2n Cycle,Single,89572.0,55,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,75.0,3345
3225,Master,Married,42207.0,37,1,0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,150.0,3147
1992,Graduation,Married,60597.0,57,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,1,150.0,2872
7999,PhD,Together,75261.0,66,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,75.0,3125
1581,Graduation,Married,37406.0,41,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,145.0,2955
564,PhD,Together,56937.0,40,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,150.0,3387
8346,Graduation,Single,32233.0,47,1,0,26,138,15,35,25,11,72,2,6,2,2,9,0,1,145.0,3372
2426,PhD,Divorced,78825.0,57,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,1,75.0,3346
35,Graduation,Married,25545.0,34,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,145.0,3352
6931,Graduation,Divorced,76982.0,54,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,75.0,2827
5547,PhD,Married,84169.0,39,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,145.0,3019
10955,Graduation,Widow,85620.0,57,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,75.0,2866
9671,Graduation,Married,19514.0,53,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,1,150.0,2847
5371,Graduation,Single,21474.0,32,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,145.0,2775
9504,Master,Married,81698.0,72,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,75.0,2928
3174,Graduation,Together,87771.0,62,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,75.0,3096
2574,PhD,Married,61996.0,44,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,145.0,3207
